time,open,high,low,close,tick_volume,spread,real_volume
2025-03-29 03:36:00,21048.264,21048.264,21047.133,21047.133,60,2100,0
2025-03-29 03:37:00,21047.108,21066.486,21046.804,21065.591,59,2100,0
2025-03-29 03:38:00,21065.591,21065.591,21064.232,21064.232,60,2100,0
2025-03-29 03:39:00,21064.205,21064.205,21063.057,21063.057,60,2100,0
2025-03-29 03:40:00,21063.045,21063.045,21061.903,21061.903,59,2100,0
2025-03-29 03:41:00,21061.865,21061.865,21060.567,21060.567,57,2100,0
2025-03-29 03:42:00,21060.535,21060.535,21059.422,21059.422,60,2100,0
2025-03-29 03:43:00,21059.401,21059.401,21058.372,21058.372,58,2100,0
2025-03-29 03:44:00,21058.32,21058.32,21057.13,21057.13,59,2100,0
2025-03-29 03:45:00,21057.092,21057.092,21055.61,21055.61,60,2100,0
2025-03-29 03:46:00,21055.605,21055.605,21054.24,21054.24,59,2100,0
2025-03-29 03:47:00,21054.232,21054.232,21052.882,21052.882,60,2100,0
2025-03-29 03:48:00,21052.867,21052.867,21051.581,21051.581,58,2100,0
2025-03-29 03:49:00,21051.554,21051.554,21050.288,21050.288,59,2100,0
2025-03-29 03:50:00,21050.285,21050.285,21049.119,21049.119,60,2100,0
2025-03-29 03:51:00,21049.101,21049.101,21047.822,21047.822,60,2100,0
2025-03-29 03:52:00,21047.808,21047.808,21046.406,21046.406,59,2100,0
2025-03-29 03:53:00,21046.4,21046.4,21045.118,21045.118,58,2100,0
2025-03-29 03:54:00,21045.115,21045.115,21043.876,21043.876,60,2100,0
2025-03-29 03:55:00,21043.869,21043.869,21042.678,21042.678,59,2100,0
2025-03-29 03:56:00,21042.673,21042.673,21041.451,21041.451,58,2100,0
2025-03-29 03:57:00,21041.424,21041.424,21040.215,21040.215,60,2100,0
2025-03-29 03:58:00,21040.197,21040.197,21039.023,21039.023,60,2100,0
2025-03-29 03:59:00,21038.97,21038.97,21037.757,21037.757,60,2100,0
2025-03-29 04:00:00,21037.725,21037.725,21036.436,21036.436,59,2100,0
2025-03-29 04:01:00,21036.417,21036.417,21035.078,21035.078,60,2100,0
2025-03-29 04:02:00,21035.052,21035.052,21033.897,21033.897,59,2100,0
2025-03-29 04:03:00,21033.878,21033.878,21032.667,21032.667,60,2100,0
2025-03-29 04:04:00,21032.662,21032.662,21031.452,21031.452,57,2100,0
2025-03-29 04:05:00,21031.447,21031.447,21030.236,21030.236,60,2100,0
2025-03-29 04:06:00,21030.22,21030.22,21028.995,21028.995,60,2100,0
2025-03-29 04:07:00,21028.968,21028.968,21027.597,21027.597,58,2100,0
2025-03-29 04:08:00,21027.547,21027.547,21026.346,21026.346,58,2100,0
2025-03-29 04:09:00,21026.332,21026.332,21025.081,21025.081,60,2100,0
2025-03-29 04:10:00,21025.067,21025.067,21023.773,21023.773,59,2100,0
2025-03-29 04:11:00,21023.762,21023.762,21022.47,21022.47,59,2100,0
2025-03-29 04:12:00,21022.465,21022.465,21021.073,21021.073,59,2100,0
2025-03-29 04:13:00,21021.048,21021.048,21019.565,21019.565,60,2100,0
2025-03-29 04:14:00,21019.564,21049.958,21018.491,21049.886,60,2100,0
2025-03-29 04:15:00,21049.853,21049.853,21048.6,21048.6,60,2100,0
2025-03-29 04:16:00,21048.599,21048.599,21047.264,21047.264,59,2100,0
2025-03-29 04:17:00,21047.256,21047.256,21046.018,21046.018,59,2100,0
2025-03-29 04:18:00,21045.987,21045.987,21044.848,21044.848,60,2100,0
2025-03-29 04:19:00,21044.821,21044.821,21043.63,21043.63,60,2100,0
2025-03-29 04:20:00,21043.6,21043.6,21042.303,21042.303,59,2100,0
2025-03-29 04:21:00,21042.27,21042.27,21041.135,21041.135,59,2100,0
2025-03-29 04:22:00,21041.09,21041.09,21039.923,21039.923,59,2100,0
2025-03-29 04:23:00,21039.916,21039.916,21038.675,21038.675,59,2100,0
2025-03-29 04:24:00,21038.644,21038.644,21037.357,21037.357,59,2100,0
2025-03-29 04:25:00,21037.312,21037.312,21035.89,21035.89,59,2100,0
2025-03-29 04:26:00,21035.877,21035.877,21034.544,21034.544,59,2100,0
2025-03-29 04:27:00,21034.532,21034.532,21033.359,21033.359,60,2100,0
2025-03-29 04:28:00,21033.34,21033.34,21031.945,21031.945,59,2100,0
2025-03-29 04:29:00,21031.917,21031.917,21030.534,21030.534,60,2100,0
2025-03-29 04:30:00,21030.523,21030.523,21029.325,21029.325,60,2100,0
2025-03-29 04:31:00,21029.288,21042.198,21028.438,21042.135,58,2100,0
2025-03-29 04:32:00,21042.119,21042.119,21041.108,21041.108,60,2100,0
2025-03-29 04:33:00,21041.091,21060.43,21040.753,21059.526,59,2100,0
2025-03-29 04:34:00,21059.493,21059.493,21058.345,21058.345,60,2100,0
2025-03-29 04:35:00,21058.302,21058.302,21056.884,21056.884,59,2100,0
2025-03-29 04:36:00,21056.873,21056.873,21055.641,21055.641,60,2100,0
2025-03-29 04:37:00,21055.616,21055.616,21054.462,21054.462,58,2100,0
2025-03-29 04:38:00,21054.424,21054.424,21053.185,21053.185,60,2100,0
2025-03-29 04:39:00,21053.156,21053.156,21051.961,21051.961,60,2100,0
2025-03-29 04:40:00,21051.956,21051.956,21050.789,21050.789,60,2100,0
2025-03-29 04:41:00,21050.749,21050.749,21049.523,21049.523,60,2100,0
