time,open,high,low,close,tick_volume,spread,real_volume
2025-03-29 05:40:00,4902.44,4902.701,4902.44,4902.701,56,490,0
2025-03-29 05:41:00,4902.703,4903.049,4902.703,4903.049,58,490,0
2025-03-29 05:42:00,4903.054,4903.379,4903.054,4903.379,58,490,0
2025-03-29 05:43:00,4903.388,4903.677,4903.388,4903.677,54,490,0
2025-03-29 05:44:00,4903.68,4903.999,4903.68,4903.999,56,490,0
2025-03-29 05:45:00,4904.011,4904.311,4904.011,4904.311,55,490,0
2025-03-29 05:46:00,4904.314,4904.623,4904.314,4904.623,56,490,0
2025-03-29 05:47:00,4904.629,4904.67,4899.828,4900.073,55,490,0
2025-03-29 05:48:00,4900.078,4900.335,4900.078,4900.335,59,490,0
2025-03-29 05:49:00,4900.335,4900.636,4900.335,4900.636,58,490,0
2025-03-29 05:50:00,4900.639,4900.964,4900.639,4900.964,58,490,0
2025-03-29 05:51:00,4900.973,4901.267,4900.973,4901.267,55,490,0
2025-03-29 05:52:00,4901.267,4901.552,4901.267,4901.552,58,490,0
2025-03-29 05:53:00,4901.558,4901.851,4901.558,4901.851,56,490,0
2025-03-29 05:54:00,4901.859,4902.163,4901.859,4902.163,60,490,0
2025-03-29 05:55:00,4902.168,4902.452,4902.168,4902.452,56,490,0
2025-03-29 05:56:00,4902.46,4902.752,4902.46,4902.752,56,490,0
2025-03-29 05:57:00,4902.759,4903.052,4902.759,4903.052,58,490,0
2025-03-29 05:58:00,4903.053,4903.361,4903.053,4903.361,58,490,0
2025-03-29 05:59:00,4903.364,4903.653,4903.364,4903.653,58,490,0
2025-03-29 06:00:00,4903.654,4903.81,4900.339,4900.483,57,490,0
2025-03-29 06:01:00,4900.485,4900.776,4900.485,4900.776,57,490,0
2025-03-29 06:02:00,4900.784,4901.065,4900.784,4901.065,57,490,0
2025-03-29 06:03:00,4901.068,4901.354,4901.068,4901.354,58,490,0
2025-03-29 06:04:00,4901.355,4901.637,4901.355,4901.637,57,490,0
2025-03-29 06:05:00,4901.649,4901.956,4901.649,4901.956,55,490,0
2025-03-29 06:06:00,4901.959,4902.285,4901.959,4902.285,57,490,0
2025-03-29 06:07:00,4902.287,4902.309,4902.015,4902.309,55,490,0
2025-03-29 06:08:00,4902.311,4902.581,4900.062,4900.083,54,490,0
2025-03-29 06:09:00,4900.093,4900.388,4900.093,4900.388,59,490,0
2025-03-29 06:10:00,4900.39,4900.649,4900.39,4900.649,55,490,0
2025-03-29 06:11:00,4900.653,4900.937,4900.653,4900.937,55,490,0
2025-03-29 06:12:00,4900.941,4901.216,4900.941,4901.216,55,490,0
2025-03-29 06:13:00,4901.226,4901.516,4901.226,4901.516,57,490,0
2025-03-29 06:14:00,4901.529,4901.728,4898.552,4898.64,57,490,0
2025-03-29 06:15:00,4898.644,4898.945,4898.644,4898.945,58,490,0
2025-03-29 06:16:00,4898.947,4899.24,4898.947,4899.24,58,480,0
2025-03-29 06:17:00,4899.245,4899.557,4899.245,4899.557,57,490,0
2025-03-29 06:18:00,4899.562,4899.824,4899.562,4899.824,57,490,0
2025-03-29 06:19:00,4899.832,4900.117,4899.832,4900.117,57,490,0
2025-03-29 06:20:00,4900.125,4900.432,4900.125,4900.432,58,490,0
2025-03-29 06:21:00,4900.439,4900.694,4900.439,4900.694,56,490,0
2025-03-29 06:22:00,4900.695,4900.991,4900.695,4900.991,57,490,0
2025-03-29 06:23:00,4900.996,4901.227,4900.996,4901.227,60,490,0
2025-03-29 06:24:00,4901.227,4901.531,4901.227,4901.531,57,490,0
2025-03-29 06:25:00,4901.538,4901.845,4901.538,4901.845,56,490,0
2025-03-29 06:26:00,4901.85,4902.133,4901.85,4902.133,59,490,0
2025-03-29 06:27:00,4902.147,4902.434,4902.147,4902.434,57,490,0
2025-03-29 06:28:00,4902.44,4902.74,4902.44,4902.74,58,490,0
2025-03-29 06:29:00,4902.745,4903.018,4902.745,4903.018,54,490,0
2025-03-29 06:30:00,4903.02,4903.328,4903.02,4903.328,59,490,0
2025-03-29 06:31:00,4903.33,4903.633,4903.33,4903.633,60,490,0
2025-03-29 06:32:00,4903.634,4903.941,4903.634,4903.941,58,490,0
2025-03-29 06:33:00,4903.946,4904.2,4903.946,4904.2,54,490,0
2025-03-29 06:34:00,4904.201,4904.479,4904.201,4904.479,55,490,0
2025-03-29 06:35:00,4904.49,4904.799,4904.49,4904.799,58,490,0
2025-03-29 06:36:00,4904.805,4905.111,4904.805,4905.111,58,490,0
2025-03-29 06:37:00,4905.124,4905.404,4905.124,4905.404,54,490,0
2025-03-29 06:38:00,4905.407,4905.716,4905.407,4905.716,58,490,0
2025-03-29 06:39:00,4905.723,4905.958,4905.723,4905.958,56,490,0
2025-03-29 06:40:00,4905.972,4906.288,4905.972,4906.288,59,490,0
2025-03-29 06:41:00,4906.296,4906.542,4906.296,4906.542,53,490,0
2025-03-29 06:42:00,4906.543,4906.837,4906.543,4906.837,56,490,0
2025-03-29 06:43:00,4906.837,4907.134,4906.837,4907.134,57,490,0
2025-03-29 06:44:00,4907.137,4907.434,4907.137,4907.434,56,490,0
2025-03-29 06:45:00,4907.438,4907.721,4907.438,4907.721,58,490,0
2025-03-29 06:46:00,4907.73,4908.061,4907.73,4908.061,57,490,0
2025-03-29 06:47:00,4908.064,4908.312,4908.064,4908.312,53,490,0
2025-03-29 06:48:00,4908.316,4908.582,4908.316,4908.582,56,490,0
2025-03-29 06:49:00,4908.586,4908.844,4908.586,4908.844,54,490,0
2025-03-29 06:50:00,4908.849,4909.134,4908.849,4909.134,57,490,0
2025-03-29 06:51:00,4909.149,4909.227,4908.378,4908.537,55,490,0
2025-03-29 06:52:00,4908.547,4908.833,4908.547,4908.833,56,490,0
2025-03-29 06:53:00,4908.837,4909.129,4908.837,4909.129,57,490,0
2025-03-29 06:54:00,4909.135,4909.17,4903.126,4903.395,58,490,0
2025-03-29 06:55:00,4903.408,4903.735,4903.408,4903.735,58,490,0
2025-03-29 06:56:00,4903.739,4904.034,4903.739,4904.034,53,490,0
2025-03-29 06:57:00,4904.037,4904.356,4904.037,4904.356,56,490,0
2025-03-29 06:58:00,4904.364,4904.683,4904.364,4904.683,57,490,0
2025-03-29 06:59:00,4904.685,4904.927,4898.848,4898.936,58,490,0
2025-03-29 07:00:00,4898.939,4899.182,4898.939,4899.182,58,490,0
2025-03-29 07:01:00,4899.182,4899.496,4899.182,4899.496,57,490,0
2025-03-29 07:02:00,4899.503,4899.804,4899.503,4899.804,58,490,0
2025-03-29 07:03:00,4899.816,4900.105,4899.816,4900.105,57,490,0
2025-03-29 07:04:00,4900.114,4900.404,4900.114,4900.404,55,490,0
2025-03-29 07:05:00,4900.41,4900.721,4900.41,4900.721,57,490,0
2025-03-29 07:06:00,4900.728,4901.011,4900.728,4901.011,56,490,0
2025-03-29 07:07:00,4901.013,4901.304,4901.013,4901.304,58,490,0
2025-03-29 07:08:00,4901.308,4901.597,4901.308,4901.597,54,490,0
2025-03-29 07:09:00,4901.604,4901.957,4901.604,4901.957,58,490,0
2025-03-29 07:10:00,4901.967,4902.251,4901.967,4902.251,57,490,0
2025-03-29 07:11:00,4902.252,4902.566,4902.252,4902.566,56,490,0
2025-03-29 07:12:00,4902.568,4902.862,4902.568,4902.862,58,490,0
2025-03-29 07:13:00,4902.862,4903.169,4902.862,4903.169,58,490,0
2025-03-29 07:14:00,4903.174,4903.459,4903.174,4903.459,58,490,0
2025-03-29 07:15:00,4903.465,4903.771,4903.465,4903.771,58,490,0
2025-03-29 07:16:00,4903.774,4904.077,4903.774,4904.077,58,490,0
2025-03-29 07:17:00,4904.077,4904.394,4904.077,4904.394,59,490,0
2025-03-29 07:18:00,4904.394,4904.684,4904.394,4904.684,50,490,0
2025-03-29 07:19:00,4904.688,4904.938,4904.688,4904.938,54,490,0
2025-03-29 07:20:00,4904.947,4905.266,4904.947,4905.266,56,490,0
2025-03-29 07:21:00,4905.27,4905.529,4905.27,4905.529,54,490,0
2025-03-29 07:22:00,4905.533,4905.824,4905.533,4905.824,55,490,0
2025-03-29 07:23:00,4905.825,4906.11,4905.825,4906.11,57,490,0
2025-03-29 07:24:00,4906.113,4906.385,4906.113,4906.385,59,490,0
2025-03-29 07:25:00,4906.39,4906.66,4906.39,4906.66,58,490,0
2025-03-29 07:26:00,4906.668,4906.953,4906.668,4906.953,55,490,0
2025-03-29 07:27:00,4906.955,4907.223,4906.955,4907.223,52,490,0
2025-03-29 07:28:00,4907.225,4907.524,4907.225,4907.524,58,490,0
2025-03-29 07:29:00,4907.528,4907.809,4907.528,4907.809,54,490,0
2025-03-29 07:30:00,4907.814,4908.131,4907.814,4908.131,58,490,0
2025-03-29 07:31:00,4908.134,4908.383,4908.134,4908.383,59,490,0
2025-03-29 07:32:00,4908.385,4908.698,4908.385,4908.698,54,490,0
2025-03-29 07:33:00,4908.708,4909.042,4908.708,4909.042,58,490,0
2025-03-29 07:34:00,4909.047,4909.378,4909.047,4909.378,58,490,0
2025-03-29 07:35:00,4909.386,4909.614,4909.386,4909.614,55,490,0
2025-03-29 07:36:00,4909.617,4909.941,4909.617,4909.941,56,490,0
2025-03-29 07:37:00,4909.944,4910.238,4909.944,4910.238,56,490,0
2025-03-29 07:38:00,4910.245,4910.543,4910.245,4910.543,58,490,0
2025-03-29 07:39:00,4910.55,4910.821,4910.55,4910.821,57,490,0
2025-03-29 07:40:00,4910.831,4911.085,4910.831,4911.085,57,490,0
2025-03-29 07:41:00,4911.095,4911.385,4911.095,4911.385,56,490,0
2025-03-29 07:42:00,4911.395,4911.677,4911.395,4911.677,56,490,0
2025-03-29 07:43:00,4911.686,4911.962,4911.686,4911.962,56,490,0
2025-03-29 07:44:00,4911.964,4912.237,4911.964,4912.237,57,490,0
2025-03-29 07:45:00,4912.243,4912.487,4904.056,4904.1,56,490,0
2025-03-29 07:46:00,4904.112,4904.411,4904.112,4904.411,59,490,0
2025-03-29 07:47:00,4904.414,4904.749,4904.414,4904.749,59,490,0
2025-03-29 07:48:00,4904.752,4905.037,4904.752,4905.037,52,490,0
2025-03-29 07:49:00,4905.04,4905.353,4905.04,4905.353,56,490,0
2025-03-29 07:50:00,4905.359,4905.636,4905.359,4905.636,58,490,0
2025-03-29 07:51:00,4905.636,4905.942,4905.636,4905.942,59,490,0
2025-03-29 07:52:00,4905.947,4906.218,4905.947,4906.218,55,490,0
2025-03-29 07:53:00,4906.22,4906.517,4906.22,4906.517,56,490,0
2025-03-29 07:54:00,4906.52,4906.872,4906.52,4906.872,58,490,0
2025-03-29 07:55:00,4906.874,4907.123,4906.874,4907.123,56,490,0
2025-03-29 07:56:00,4907.125,4907.432,4907.125,4907.432,54,490,0
2025-03-29 07:57:00,4907.438,4907.712,4907.438,4907.712,55,490,0
2025-03-29 07:58:00,4907.716,4908.064,4907.716,4908.064,59,490,0
2025-03-29 07:59:00,4908.07,4908.375,4908.07,4908.375,53,490,0
2025-03-29 08:00:00,4908.375,4908.65,4908.375,4908.65,55,490,0
2025-03-29 08:01:00,4908.653,4908.938,4908.653,4908.938,58,490,0
2025-03-29 08:02:00,4908.946,4909.187,4908.946,4909.187,54,490,0
2025-03-29 08:03:00,4909.192,4909.507,4909.192,4909.507,60,490,0
2025-03-29 08:04:00,4909.512,4909.765,4909.512,4909.765,56,490,0
2025-03-29 08:05:00,4909.774,4910.043,4909.774,4910.043,58,490,0
2025-03-29 08:06:00,4910.05,4910.085,4905.532,4905.83,57,490,0
2025-03-29 08:07:00,4905.837,4906.121,4905.837,4906.121,57,490,0
2025-03-29 08:08:00,4906.121,4906.413,4906.121,4906.413,58,490,0
2025-03-29 08:09:00,4906.425,4906.738,4906.425,4906.738,57,490,0
2025-03-29 08:10:00,4906.748,4907.037,4906.748,4907.037,60,490,0
2025-03-29 08:11:00,4907.039,4907.372,4907.039,4907.372,57,490,0
2025-03-29 08:12:00,4907.378,4907.677,4907.378,4907.677,56,490,0
2025-03-29 08:13:00,4907.681,4907.937,4907.681,4907.937,56,490,0
2025-03-29 08:14:00,4907.952,4908.241,4907.952,4908.241,55,490,0
2025-03-29 08:15:00,4908.245,4908.538,4908.245,4908.538,57,490,0
2025-03-29 08:16:00,4908.54,4908.847,4908.54,4908.847,56,490,0
2025-03-29 08:17:00,4908.853,4909.18,4908.853,4909.18,59,490,0
2025-03-29 08:18:00,4909.184,4909.471,4909.184,4909.471,54,490,0
2025-03-29 08:19:00,4909.48,4909.557,4901.24,4901.389,57,490,0
2025-03-29 08:20:00,4901.397,4901.707,4901.397,4901.707,58,490,0
2025-03-29 08:21:00,4901.715,4901.95,4901.715,4901.95,54,490,0
2025-03-29 08:22:00,4901.952,4902.296,4901.952,4902.296,58,490,0
2025-03-29 08:23:00,4902.298,4902.57,4902.298,4902.57,54,490,0
2025-03-29 08:24:00,4902.574,4902.925,4902.574,4902.925,57,490,0
2025-03-29 08:25:00,4902.927,4903.184,4902.927,4903.184,59,490,0
2025-03-29 08:26:00,4903.189,4903.452,4903.189,4903.452,55,490,0
2025-03-29 08:27:00,4903.458,4903.804,4903.458,4903.804,57,490,0
2025-03-29 08:28:00,4903.809,4904.054,4903.809,4904.054,57,490,0
2025-03-29 08:29:00,4904.064,4904.336,4904.064,4904.336,57,490,0
2025-03-29 08:30:00,4904.338,4904.377,4903.408,4903.67,57,490,0
2025-03-29 08:31:00,4903.683,4903.907,4903.683,4903.907,52,490,0
2025-03-29 08:32:00,4903.909,4904.145,4903.909,4904.145,56,490,0
2025-03-29 08:33:00,4904.15,4904.411,4904.15,4904.411,57,490,0
2025-03-29 08:34:00,4904.416,4904.723,4904.416,4904.723,58,490,0
2025-03-29 08:35:00,4904.729,4905.082,4904.729,4905.082,57,490,0
2025-03-29 08:36:00,4905.085,4905.354,4905.085,4905.354,55,490,0
2025-03-29 08:37:00,4905.357,4905.626,4905.357,4905.626,52,490,0
2025-03-29 08:38:00,4905.628,4905.896,4905.628,4905.896,53,490,0
2025-03-29 08:39:00,4905.899,4906.192,4905.899,4906.192,57,490,0
2025-03-29 08:40:00,4906.196,4906.482,4906.196,4906.482,54,490,0
2025-03-29 08:41:00,4906.484,4906.801,4906.484,4906.801,58,490,0
2025-03-29 08:42:00,4906.806,4907.109,4906.806,4907.109,57,490,0
2025-03-29 08:43:00,4907.114,4907.432,4907.114,4907.432,59,490,0
2025-03-29 08:44:00,4907.437,4907.718,4907.437,4907.718,54,490,0
2025-03-29 08:45:00,4907.721,4908.001,4907.721,4908.001,58,490,0
2025-03-29 08:46:00,4908.007,4908.275,4908.007,4908.275,58,490,0
2025-03-29 08:47:00,4908.288,4908.551,4908.288,4908.551,58,490,0
2025-03-29 08:48:00,4908.551,4908.844,4908.551,4908.844,58,490,0
2025-03-29 08:49:00,4908.844,4909.133,4908.844,4909.133,55,490,0
2025-03-29 08:50:00,4909.147,4909.413,4909.147,4909.413,55,490,0
2025-03-29 08:51:00,4909.417,4909.748,4909.417,4909.748,59,490,0
2025-03-29 08:52:00,4909.759,4910.09,4909.759,4910.09,59,490,0
2025-03-29 08:53:00,4910.093,4910.374,4910.093,4910.374,54,490,0
2025-03-29 08:54:00,4910.374,4910.475,4908.744,4908.927,54,490,0
2025-03-29 08:55:00,4908.935,4909.215,4908.935,4909.215,57,490,0
2025-03-29 08:56:00,4909.223,4909.223,4908.425,4908.707,56,490,0
2025-03-29 08:57:00,4908.71,4908.988,4908.71,4908.988,56,490,0
2025-03-29 08:58:00,4908.994,4909.292,4908.994,4909.292,53,490,0
2025-03-29 08:59:00,4909.305,4909.563,4909.305,4909.563,57,490,0
2025-03-29 09:00:00,4909.573,4909.802,4909.573,4909.802,53,490,0
2025-03-29 09:01:00,4909.808,4910.042,4909.808,4910.042,55,490,0
2025-03-29 09:02:00,4910.045,4910.318,4910.045,4910.318,56,490,0
2025-03-29 09:03:00,4910.321,4910.636,4910.321,4910.636,57,490,0
2025-03-29 09:04:00,4910.637,4910.882,4910.637,4910.882,54,490,0
2025-03-29 09:05:00,4910.89,4911.182,4910.89,4911.182,55,490,0
2025-03-29 09:06:00,4911.187,4911.5,4911.187,4911.5,57,490,0
2025-03-29 09:07:00,4911.508,4911.811,4911.508,4911.811,56,490,0
2025-03-29 09:08:00,4911.812,4912.1,4911.812,4912.1,58,490,0
2025-03-29 09:09:00,4912.104,4912.389,4912.104,4912.389,58,490,0
2025-03-29 09:10:00,4912.394,4912.668,4912.394,4912.668,54,490,0
2025-03-29 09:11:00,4912.675,4912.966,4912.675,4912.966,57,490,0
2025-03-29 09:12:00,4912.967,4913.254,4912.967,4913.254,60,490,0
2025-03-29 09:13:00,4913.259,4913.559,4913.259,4913.559,59,490,0
2025-03-29 09:14:00,4913.561,4913.877,4913.561,4913.877,57,490,0
2025-03-29 09:15:00,4913.892,4914.174,4913.892,4914.174,58,490,0
2025-03-29 09:16:00,4914.174,4914.436,4914.174,4914.436,55,490,0
2025-03-29 09:17:00,4914.44,4914.71,4914.44,4914.71,60,490,0
2025-03-29 09:18:00,4914.721,4914.997,4914.721,4914.997,54,490,0
2025-03-29 09:19:00,4915.005,4915.316,4915.005,4915.316,55,490,0
2025-03-29 09:20:00,4915.32,4915.615,4915.32,4915.615,58,490,0
2025-03-29 09:21:00,4915.617,4915.961,4915.617,4915.961,56,490,0
2025-03-29 09:22:00,4915.964,4916.221,4915.964,4916.221,55,490,0
2025-03-29 09:23:00,4916.222,4916.492,4916.222,4916.492,58,490,0
2025-03-29 09:24:00,4916.5,4916.755,4916.5,4916.755,55,490,0
2025-03-29 09:25:00,4916.761,4917.055,4916.761,4917.055,56,490,0
2025-03-29 09:26:00,4917.067,4917.403,4917.067,4917.403,57,490,0
2025-03-29 09:27:00,4917.413,4917.687,4917.413,4917.687,55,490,0
2025-03-29 09:28:00,4917.691,4917.989,4917.691,4917.989,59,490,0
2025-03-29 09:29:00,4917.994,4918.309,4917.994,4918.309,57,490,0
2025-03-29 09:30:00,4918.312,4918.586,4918.312,4918.586,56,490,0
2025-03-29 09:31:00,4918.59,4918.857,4918.59,4918.857,55,490,0
2025-03-29 09:32:00,4918.858,4919.138,4918.858,4919.138,53,490,0
